ID,HousePrice,yhat,delta
1626,722563.0,495440.58463263145,227122.41536736855
5519,547190.0,661481.5677073201,-114291.5677073201
5771,309847.0,310550.48409141717,-703.4840914171655
1845,361572.0,292972.6135713915,68599.3864286085
3905,173822.0,198822.96684345062,-25000.966843450617
3335,315375.0,294000.78899393737,21374.21100606263
1027,153949.0,149949.79327695534,3999.2067230446555
8618,225252.0,184473.11250397054,40778.88749602946
7935,121715.0,125480.60847885019,-3765.6084788501903
4478,543538.0,530295.1734347221,13242.82656527788
2515,338222.0,379112.01059302496,-40890.010593024956
3447,159984.0,207905.65659826293,-47921.656598262925
3961,260012.0,307037.33788987447,-47025.33788987447
268,92160.0,103867.35095876525,-11707.350958765252
2075,244701.0,347106.5991173397,-102405.5991173397
5778,397709.0,320338.4316043343,77370.56839566567
4947,246083.0,309295.4019083481,-63212.40190834808
2216,308541.0,395211.8440009061,-86670.8440009061
8493,483930.0,532347.909289743,-48417.90928974305
4607,390569.0,351020.5971948024,39548.40280519758
2396,136502.0,162244.4887171997,-25742.48871719971
7620,303201.0,278092.7807001369,25108.219299863093
4459,443205.0,484239.61230997654,-41034.61230997654
8289,91960.0,102294.07754065575,-10334.077540655751
163,354225.0,294044.19708517584,60180.80291482416
8805,358049.0,320916.5010565057,37132.49894349428
552,237726.0,242246.69830777423,-4520.698307774233
4382,278715.0,260358.13461399614,18356.86538600386
7172,380327.0,364550.824878883,15776.175121116976
9230,268497.0,242860.3664343457,25636.63356565431
2488,175443.0,187796.65044871526,-12353.650448715256
3146,234366.0,239121.18097177107,-4755.180971771071
7483,131104.0,150609.00153866404,-19505.001538664044
5621,70388.0,307433.88646551035,-237045.88646551035
9061,136715.0,144194.71876436338,-7479.718764363381
4088,300611.0,272716.97953394573,27894.020466054266
6314,84167.0,86505.47826132792,-2338.478261327924
6731,235395.0,258214.87038191155,-22819.870381911547
5398,102631.0,108263.53979710581,-5632.539797105812
5919,283927.0,317357.87781750935,-33430.87781750935
2968,218429.0,239920.34087540992,-21491.340875409922
8672,227943.0,222186.85822213037,5756.141777869634
7664,234858.0,272464.9781379322,-37606.978137932194
6624,304836.0,261739.76243663472,43096.237563365285
4709,201634.0,233239.65313115244,-31605.653131152445
677,362552.0,376496.1478535028,-13944.14785350283
7094,535201.0,447600.0829869527,87600.91701304732
7284,320779.0,330822.0837406526,-10043.083740652597
6367,199533.0,196636.2602097393,2896.7397902607045
1828,159227.0,179574.89431977863,-20347.89431977863
1058,560275.0,631963.4241921123,-71688.42419211229
3365,277449.0,331102.03977133986,-53653.039771339856
7245,462874.0,520203.67275095294,-57329.672750952945
2788,527478.0,525577.1252964758,1900.8747035241686
7362,200722.0,213889.65317868371,-13167.653178683715
7244,143531.0,146893.3518731129,-3362.3518731129006
3596,137796.0,123416.8729483256,14379.127051674397
3633,174855.0,213510.9187129298,-38655.91871292979
1139,379752.0,317743.76643074135,62008.23356925865
9226,265919.0,275003.04707653075,-9084.047076530755
1449,324651.0,297135.108488096,27515.891511904018
8239,372556.0,370654.1479615431,1901.8520384568837
7398,485423.0,400301.69475841074,85121.30524158926
6009,469064.0,387251.96998550836,81812.03001449164
6862,147590.0,153119.52172029202,-5529.521720292018
8022,591995.0,557658.3451301324,34336.654869867605
5340,202187.0,259694.12792802893,-57507.12792802893
4740,101356.0,67465.57074945797,33890.42925054203
4124,421334.0,410720.4538535765,10613.546146423498
8689,375529.0,413027.81555296003,-37498.81555296003
7436,485696.0,443349.0346419937,42346.9653580063
148,349625.0,324707.310894942,24917.689105057972
1337,394795.0,464403.4294192958,-69608.4294192958
248,168700.0,236836.904598763,-68136.90459876301
6511,241135.0,291438.71664137085,-50303.71664137085
7954,278652.0,342726.1166763194,-64074.11667631939
8966,275214.0,341919.7182693769,-66705.7182693769
7103,148164.0,142277.18718050353,5886.812819496467
5965,146498.0,174686.54121787936,-28188.541217879363
7594,389110.0,390798.61685946566,-1688.6168594656629
4630,316268.0,240680.68552926913,75587.31447073087
6647,376661.0,416270.12122854637,-39609.12122854637
8950,581957.0,575583.3482887533,6373.651711246697
1972,440137.0,480353.1111714784,-40216.111171478406
4544,659242.0,634733.9378326955,24508.06216730445
4649,495329.0,445071.6448147441,50257.355185255874
7831,244309.0,282765.8889471156,-38456.88894711563
1300,328926.0,311894.3856294999,17031.614370500087
4669,223949.0,209115.95958376664,14833.040416233358
1109,315621.0,345384.8614520998,-29763.86145209981
3159,533715.0,450986.8782659976,82728.12173400237
4879,410501.0,332827.2460018556,77673.75399814441
6116,200271.0,241720.7224449044,-41449.722444904386
4057,199761.0,303239.03526411933,-103478.03526411933
1119,316771.0,257135.93151918252,59635.068480817485
5062,566477.0,541809.5901569466,24667.409843053436
7173,702603.0,660863.698257005,41739.30174299504
1663,392937.0,415547.39181112533,-22610.39181112533
7128,292612.0,364900.0199893819,-72288.0199893819
7797,306118.0,337577.94801216136,-31459.94801216136
5290,178950.0,131419.79021967467,47530.20978032533
2046,356896.0,389544.1723191548,-32648.17231915478
7851,340545.0,354085.35043897276,-13540.35043897276
6291,165087.0,183763.30098044267,-18676.30098044267
2677,295578.0,507988.4846270212,-212410.4846270212
7444,271625.0,262927.7260360712,8697.273963928805
7274,338312.0,374501.4551487014,-36189.45514870138
5525,641302.0,655510.0499979634,-14208.04999796336
2992,235445.0,245386.71465375173,-9941.714653751726
8999,635998.0,594847.9721343707,41150.027865629294
1564,430694.0,491375.13203921146,-60681.13203921146
6816,387211.0,425480.245888097,-38269.24588809698
8287,354995.0,354485.5617400676,509.43825993238715
8473,498522.0,427131.4148059369,71390.58519406308
7497,242685.0,187629.86295053863,55055.137049461366
7491,320397.0,273953.4191536331,46443.58084636688
3196,499879.0,397145.62406554015,102733.37593445985
5608,406113.0,395846.91326024017,10266.086739759834
8263,174763.0,170539.62702887386,4223.37297112614
3203,254224.0,191353.25041518058,62870.74958481942
3032,260426.0,279861.13925328985,-19435.139253289846
1827,424742.0,555777.2116245717,-131035.2116245717
4536,393828.0,385013.8275829023,8814.172417097725
4643,221455.0,323307.995007701,-101852.99500770099
7601,289523.0,258469.82732819268,31053.17267180732
8011,435406.0,419191.3909595048,16214.609040495183
2,277232.0,281371.98294533486,-4139.982945334865
8101,141618.0,157187.86851101468,-15569.868511014676
7446,396053.0,451274.20904750994,-55221.20904750994
9168,365412.0,321246.0900065028,44165.90999349719
8816,479899.0,426720.05902973784,53178.94097026216
8422,384977.0,517151.8735232947,-132174.8735232947
4729,120479.0,115833.37178838877,4645.628211611227
2879,214066.0,229887.78670969172,-15821.786709691718
2308,592384.0,583947.2561287578,8436.743871242157
9014,310368.0,274593.94753571204,35774.05246428796
4414,292450.0,281426.74710603966,11023.252893960336
3284,343528.0,382941.72170118196,-39413.72170118196
6669,243620.0,263950.1698342044,-20330.169834204426
1065,201888.0,155990.1234391515,45897.8765608485
4926,554031.0,622066.1167651734,-68035.11676517338
9030,290852.0,271365.16932309273,19486.830676907266
7561,169913.0,177463.43461757214,-7550.434617572144
2366,426717.0,435605.1320214205,-8888.132021420519
7801,243457.0,265141.8967187062,-21684.89671870618
4645,313689.0,299688.0732282785,14000.926771721512
581,390907.0,408942.9610613445,-18035.961061344482
2942,566948.0,515550.74928290833,51397.250717091665
4806,199850.0,196702.67001163453,3147.329988365469
1524,603101.0,499467.9423274561,103633.05767254392
511,216835.0,202734.7856223043,14100.214377695695
690,346538.0,305160.1682744679,41377.83172553207
6029,291632.0,292350.77426741767,-718.7742674176698
6239,348156.0,325349.2555470115,22806.744452988496
3759,554177.0,514494.8726623093,39682.127337690676
7527,675269.0,599468.0318633277,75800.96813667228
6724,115366.0,106370.94320177482,8995.056798225181
4676,184882.0,204690.2806222452,-19808.28062224519
7830,730476.0,592814.6270491172,137661.37295088277
4372,82173.0,185383.93990851674,-103210.93990851674
2856,416310.0,357691.10548340605,58618.89451659395
3968,83898.0,110652.45953913877,-26754.45953913877
6512,198793.0,236133.69280954578,-37340.692809545784
7925,359882.0,341676.43198435847,18205.568015641533
193,709843.0,590823.6183599291,119019.38164007093
8031,191020.0,218486.7906356115,-27466.790635611513
8619,382224.0,312362.94096577,69861.05903423001
7982,291794.0,349000.26511288434,-57206.26511288434
9037,381345.0,435177.1731868617,-53832.17318686168
82,144263.0,133787.85040136488,10475.149598635122
5224,220182.0,194311.35127796128,25870.64872203872
6541,229875.0,255542.36145962897,-25667.36145962897
4355,622852.0,608585.7554967067,14266.244503293303
7764,157118.0,103404.72723808767,53713.27276191233
1271,75638.0,95934.30997813141,-20296.30997813141
9194,220033.0,269717.2579495348,-49684.2579495348
9153,246076.0,245237.94412568587,838.05587431413
6,324167.0,380684.71857231786,-56517.718572317855
3839,184858.0,165179.9963336394,19678.0036663606
1669,118410.0,93583.11344176983,24826.886558230166
9296,165100.0,123532.08674410365,41567.91325589635
8459,854125.0,599766.0441423105,254358.9558576895
692,417576.0,384276.27970306115,33299.720296938845
3263,510484.0,373834.0339596497,136649.96604035032
579,367187.0,437696.194221031,-70509.19422103098
1599,249900.0,271429.02198959637,-21529.021989596367
4276,184823.0,201455.0937771207,-16632.093777120695
8487,350133.0,367563.7309777139,-17430.730977713887
5073,415997.0,436458.27592820814,-20461.27592820814
3397,361774.0,362473.68530643854,-699.6853064385359
7331,326106.0,315649.241695194,10456.758304806019
362,310530.0,476207.9687099915,-165677.9687099915
1720,425828.0,463082.71550153923,-37254.715501539235
1523,441530.0,358851.84425931977,82678.15574068023
6136,307363.0,302477.13040700404,4885.869592995965
1401,180373.0,189949.0379121845,-9576.037912184489
1489,253935.0,249710.9460653407,4224.053934659314
1032,366016.0,378488.62863516517,-12472.628635165165
6139,587722.0,477935.96792437846,109786.03207562154
7604,283546.0,303530.1578071098,-19984.15780710982
3694,227639.0,199367.45519889833,28271.54480110167
1621,166588.0,230802.41459165505,-64214.41459165505
1600,352844.0,311112.2163007176,41731.78369928239
3673,186486.0,231298.59101255913,-44812.59101255913
5300,530722.0,490937.699131169,39784.30086883099
7256,528076.0,513457.5688633208,14618.431136679195
9133,53714.0,124710.45598805351,-70996.45598805351
226,331160.0,330420.93680361967,739.0631963803316
7941,235734.0,237651.64380101097,-1917.6438010109705
5045,406033.0,356937.6919337459,49095.308066254074
5445,276949.0,266961.18413509004,9987.815864909964
2098,241736.0,249775.68642393834,-8039.686423938343
7886,175213.0,193861.51929640057,-18648.51929640057
5087,445506.0,530272.9309994339,-84766.93099943385
7584,356585.0,357593.9553714976,-1008.9553714976064
5948,185960.0,278776.3809777043,-92816.3809777043
3609,420575.0,401693.90616913355,18881.093830866448
3842,497126.0,488010.82969261386,9115.170307386143
7317,358459.0,340245.7564383449,18213.24356165511
8602,370779.0,339061.3809726974,31717.6190273026
754,240901.0,237586.581505136,3314.4184948639886
1664,302303.0,316155.32834975864,-13852.328349758638
669,265448.0,253042.88622397656,12405.113776023441
7136,400493.0,445599.6571641134,-45106.65716411342
8194,406954.0,417235.02913456317,-10281.02913456317
987,300199.0,348645.43724874046,-48446.43724874046
8779,260062.0,305426.3999360313,-45364.39993603132
1487,337848.0,277120.59452768124,60727.40547231876
1342,505372.0,500733.23396728345,4638.76603271655
6100,580351.0,582814.5665853685,-2463.566585368477
3246,257541.0,278939.32207429374,-21398.32207429374
1757,796568.0,673671.4010758227,122896.59892417735
1356,243496.0,278284.8765079062,-34788.876507906185
8809,375298.0,307460.9431709903,67837.05682900973
7588,113878.0,120265.05681033705,-6387.056810337046
4027,316804.0,354303.3295258104,-37499.329525810375
2268,280805.0,440253.64881875465,-159448.64881875465
3637,486774.0,394730.0579108932,92043.94208910677
5470,250196.0,306915.4383401426,-56719.4383401426
1797,392862.0,382940.1455916554,9921.854408344603
4856,518244.0,536606.9259759929,-18362.925975992926
6362,539034.0,489893.85523212736,49140.14476787264
7191,404804.0,405998.9346189259,-1194.9346189259086
1179,186489.0,207516.60552873273,-21027.605528732733
941,156491.0,216209.70322731364,-59718.70322731364
5148,216366.0,227220.3416785618,-10854.341678561788
6175,329702.0,348927.4732910889,-19225.473291088885
5641,178184.0,181679.83711772913,-3495.8371177291265
8605,406981.0,340233.05415030406,66747.94584969594
7907,65825.0,101103.7393250689,-35278.739325068906
3939,178447.0,160680.33940683672,17766.66059316328
5713,530777.0,504477.5897449914,26299.41025500861
6514,262408.0,250995.61860524508,11412.38139475492
8261,417515.0,502243.6782741937,-84728.67827419372
5577,588046.0,544867.2426488845,43178.75735111546
5562,422688.0,354721.64236717747,67966.35763282253
396,245521.0,184799.23472040144,60721.76527959856
8005,210860.0,222016.7508436685,-11156.750843668502
6779,518549.0,503676.6588117541,14872.341188245919
9154,79257.0,91292.18143906353,-12035.181439063526
5288,195783.0,227354.1035076356,-31571.10350763559
5465,550569.0,534416.3613727185,16152.638627281529
8281,182330.0,173093.59864307803,9236.401356921968
6263,328061.0,364623.5319205443,-36562.53192054428
4093,371540.0,440337.7814174529,-68797.7814174529
7672,289937.0,334514.0746463318,-44577.07464633178
8131,253290.0,242054.4948847847,11235.505115215288
5741,152902.0,121933.71343981502,30968.286560184977
3915,396319.0,391451.56277905306,4867.437220946944
8914,353146.0,368868.72947428504,-15722.729474285035
8725,392785.0,416965.6433912537,-24180.643391253718
7998,254412.0,230999.37755568718,23412.622444312816
5367,334118.0,247381.3268599965,86736.67314000349
3338,205986.0,197534.48785847338,8451.512141526619
4504,350007.0,319645.9935280469,30361.006471953122
6640,362333.0,348996.4383353064,13336.561664693581
7521,223276.0,230918.6360391157,-7642.636039115692
3708,348760.0,357606.97941663925,-8846.979416639253
6931,100301.0,115611.3364768718,-15310.336476871802
1514,554205.0,472034.1410112176,82170.85898878239
8324,392126.0,439835.1510085501,-47709.15100855008
7791,276073.0,324021.75948173046,-47948.75948173046
3954,534431.0,530300.7990563691,4130.200943630887
716,274055.0,284001.6117944921,-9946.611794492113
7305,213580.0,246567.8884502397,-32987.8884502397
8419,284317.0,302643.06955158105,-18326.06955158105
341,314483.0,311210.03574176296,3272.9642582370434
1527,287881.0,269242.85221704654,18638.147782953456
8730,344276.0,365914.09652007435,-21638.096520074352
8255,196051.0,203841.6366936404,-7790.636693640408
3783,151477.0,167827.34036655462,-16350.340366554621
1151,416685.0,476855.8297934725,-60170.82979347248
8198,131559.0,163433.9682456716,-31874.968245671596
4722,519999.0,510151.2657991536,9847.734200846404
643,202552.0,271524.43075276294,-68972.43075276294
7565,108289.0,100692.98052450354,7596.019475496461
8132,197771.0,249009.0296363306,-51238.02963633061
855,329077.0,324076.30853551446,5000.691464485542
729,167895.0,164543.32692270153,3351.673077298474
2969,737500.0,786360.6227739396,-48860.62277393963
2632,521113.0,536671.3030575186,-15558.303057518555
1802,342322.0,314735.23176378565,27586.768236214353
7033,195465.0,183865.1863624468,11599.81363755319
9351,420246.0,319255.8364554225,100990.16354457749
6997,597479.0,510392.930002795,87086.06999720499
1460,399315.0,332306.36143350945,67008.63856649055
5782,435183.0,411517.383967257,23665.61603274301
4253,328942.0,353433.2641615772,-24491.264161577215
4768,284079.0,479985.4541935531,-195906.45419355307
3660,333731.0,375422.647374978,-41691.647374978
8429,414619.0,426064.925966824,-11445.925966823997
2907,449066.0,621230.1532267036,-172164.15322670364
135,579961.0,569193.138542872,10767.861457127961
2451,360023.0,332683.50809815555,27339.49190184445
212,285541.0,283080.9843940561,2460.0156059439178
7724,217449.0,250294.6281656677,-32845.6281656677
4110,260346.0,278536.7032035071,-18190.703203507117
5377,501319.0,428032.50886476046,73286.49113523954
2502,277450.0,289666.00793835183,-12216.007938351831
4239,637080.0,610371.9146292834,26708.08537071664
5078,327839.0,275887.0830629872,51951.91693701281
387,228911.0,196516.2321106445,32394.767889355513
498,328353.0,330452.19093361637,-2099.1909336163662
6452,374930.0,360105.88261297694,14824.117387023056
3300,170474.0,188268.3637757002,-17794.363775700214
8594,108544.0,105058.54926002183,3485.4507399781724
554,538548.0,433325.2059369797,105222.79406302032
5913,325469.0,355600.1695219441,-30131.169521944073
6170,100164.0,118704.3259479883,-18540.325947988298
6208,320416.0,349908.6970161526,-29492.69701615261
5171,238980.0,215442.02280303516,23537.977196964843
5750,555869.0,455208.2077995863,100660.7922004137
6195,328002.0,326730.8469410523,1271.1530589477043
4231,131042.0,129053.63898852268,1988.3610114773182
7860,217275.0,222833.83934351444,-5558.839343514439
8710,269621.0,321769.38687795907,-52148.38687795907
2102,298848.0,287078.86096748925,11769.13903251075
8322,649672.0,537811.9127644704,111860.08723552956
6968,323426.0,396386.034011164,-72960.03401116398
5898,226260.0,195072.8316815965,31187.168318403506
2659,397840.0,358579.0751742397,39260.9248257603
2055,113768.0,262992.33878749085,-149224.33878749085
5930,309801.0,312280.34457890637,-2479.34457890637
7107,160851.0,155764.34431153344,5086.655688466562
7843,350658.0,351196.46835271013,-538.4683527101297
1351,256856.0,278718.49688664626,-21862.49688664626
1889,392019.0,438120.9762975186,-46101.97629751859
7581,167684.0,235812.95575827442,-68128.95575827442
4939,161089.0,192465.7489660385,-31376.74896603849
623,391210.0,392153.7030816233,-943.7030816233018
8789,285418.0,238371.39730072464,47046.60269927536
8349,214564.0,209507.35395190996,5056.646048090042
7647,531916.0,553886.1016009056,-21970.101600905648
1277,166416.0,147067.7491090614,19348.250890938594
7544,246801.0,286396.0020084254,-39595.00200842542
4909,303159.0,297626.86358307325,5532.136416926747
679,431434.0,393391.5875389065,38042.41246109351
3736,91215.0,197888.63039929385,-106673.63039929385
3476,366329.0,305397.11699244904,60931.88300755096
518,371193.0,332406.2485014368,38786.751498563215
5806,538931.0,480782.46651167097,58148.533488329034
7168,187953.0,211580.11249882908,-23627.112498829083
6471,156334.0,144349.1008687703,11984.8991312297
3896,352739.0,354648.6568428082,-1909.656842808181
1,547714.0,571657.6764409568,-23943.67644095677
5880,291789.0,288009.64016115374,3779.359838846256
1165,143500.0,223915.97319697778,-80415.97319697778
3688,574621.0,573672.0228691155,948.9771308845375
803,363724.0,337818.3349980405,25905.66500195948
4284,152403.0,183234.6538227507,-30831.653822750697
3130,173003.0,236653.96754241458,-63650.96754241458
8298,224509.0,234363.23585754298,-9854.235857542983
583,224102.0,259557.56158972034,-35455.56158972034
71,491488.0,464366.62321286544,27121.376787134563
1697,329422.0,347400.0244405163,-17978.02444051631
8801,226648.0,253052.03723734146,-26404.037237341458
278,354612.0,291081.1090171122,63530.890982887824
7655,522689.0,524167.85948352545,-1478.859483525448
346,199113.0,204650.9723461645,-5537.97234616449
5116,295637.0,328341.5184021856,-32704.518402185582
5457,156774.0,170679.14292296604,-13905.142922966043
1111,286891.0,379028.76927592506,-92137.76927592506
5622,154093.0,183056.8944841385,-28963.894484138495
104,138956.0,117354.39531393145,21601.604686068546
7698,301127.0,400853.2726938877,-99726.2726938877
6210,275910.0,266547.9109550595,9362.089044940483
1303,477286.0,418164.90147577465,59121.09852422535
5697,543176.0,491700.0133276614,51475.98667233862
1366,483578.0,422478.78462165664,61099.21537834336
5696,616686.0,614295.1808635175,2390.819136482547
407,239788.0,241299.1642696768,-1511.1642696768104
6373,78345.0,104167.040453888,-25822.040453887996
3676,341641.0,324580.03841886605,17060.961581133946
7765,468097.0,424957.44110493007,43139.55889506993
8856,309249.0,313944.2036592287,-4695.2036592286895
2857,418356.0,414053.32059975,4302.679400250025
3282,386107.0,577882.4283717657,-191775.42837176565
8441,390562.0,354651.60691403795,35910.393085962045
7007,334479.0,305266.8778520229,29212.12214797712
5298,172858.0,186448.42899422123,-13590.428994221234
7072,272000.0,351847.67742756975,-79847.67742756975
3096,391488.0,374123.6462390759,17364.353760924074
5598,161913.0,142401.02630289533,19511.973697104666
1788,495784.0,401449.49325809965,94334.50674190035
2485,232722.0,287470.36139993,-54748.36139993003
4590,534975.0,437988.6841106287,96986.31588937133
949,446985.0,360313.21756269806,86671.78243730194
2134,255222.0,252247.5877387677,2974.412261232297
8706,148730.0,206445.49789413312,-57715.49789413312
7745,779760.0,570913.552286687,208846.44771331304
3970,203095.0,175439.69869318,27655.30130682001
7645,408431.0,414526.3297652418,-6095.329765241826
5591,195756.0,212427.75802981312,-16671.75802981312
781,410016.0,433586.07317056117,-23570.07317056117
7714,149275.0,91774.911508995,57500.08849100499
4805,257224.0,303225.82736530236,-46001.827365302364
8762,498272.0,479164.83094152843,19107.16905847157
1132,416767.0,413981.43275262386,2785.567247376137
3252,563583.0,422724.9428165731,140858.05718342692
5588,343488.0,319956.3080419069,23531.691958093084
6294,328156.0,259031.14253882115,69124.85746117885
3493,202968.0,251172.54460418754,-48204.54460418754
1390,263068.0,325968.7205169292,-62900.72051692923
6792,333478.0,348223.5534787132,-14745.553478713206
5862,321620.0,407066.2582480448,-85446.25824804482
5217,162289.0,192078.70293464063,-29789.702934640634
3437,327665.0,262169.44360916695,65495.55639083305
3838,799710.0,746516.8972361768,53193.10276382323
1444,215828.0,232323.3475103095,-16495.34751030951
786,191656.0,268630.8769925786,-76974.87699257862
475,349485.0,316756.63472231955,32728.365277680452
8603,431655.0,388280.19293088705,43374.807069112954
1241,139589.0,162350.21451285132,-22761.214512851322
586,115022.0,94546.01124987063,20475.98875012937
4143,341666.0,352126.31784608756,-10460.317846087564
2834,165522.0,154640.22472350104,10881.775276498956
1281,232219.0,228890.97638145374,3328.0236185462563
5335,297803.0,323107.87022466445,-25304.870224664453
1772,386630.0,388781.19525352673,-2151.1952535267337
6518,147702.0,159172.60609905192,-11470.606099051918
910,513958.0,500969.5887898783,12988.411210121703
5201,228720.0,215029.40482642342,13690.595173576585
4245,119418.0,104101.13298542393,15316.86701457607
3024,342334.0,301589.7715024414,40744.22849755862
609,245381.0,214458.1085235284,30922.89147647159
4430,129765.0,134809.31793207434,-5044.317932074337
4034,121520.0,113622.78031298885,7897.219687011151
5561,177190.0,203865.9992189619,-26675.999218961893
9011,454980.0,395138.6299295273,59841.37007047271
3618,368759.0,298431.1037202612,70327.89627973881
2017,285875.0,245145.94780680092,40729.05219319908
6894,503036.0,428624.2204283371,74411.77957166289
2202,362437.0,270173.7847042639,92263.2152957361
55,130584.0,152095.27116452332,-21511.27116452332
541,352973.0,381269.84426869306,-28296.844268693065
6882,343624.0,387365.1008409888,-43741.1008409888
6714,296728.0,273029.11983979563,23698.880160204368
5109,431390.0,380681.7810214626,50708.21897853742
688,528334.0,462714.2189347015,65619.78106529848
260,157326.0,173338.7098935633,-16012.709893563297
1493,329066.0,372127.3923651095,-43061.392365109525
1515,274626.0,360283.5507605482,-85657.55076054821
7887,130469.0,167354.5633085091,-36885.563308509096
845,397756.0,327681.18824687065,70074.81175312935
6172,318406.0,388580.5484673581,-70174.54846735811
2654,546376.0,530540.9534298667,15835.046570133301
7554,249022.0,288970.13119210093,-39948.13119210093
6335,236314.0,236156.52967405753,157.4703259424714
8727,126778.0,105441.35706046947,21336.64293953053
2888,352071.0,414732.9348703227,-62661.9348703227
8733,116008.0,136345.00830209436,-20337.008302094357
4117,251415.0,210602.13943790962,40812.86056209038
1293,294570.0,338881.22253694606,-44311.222536946065
1860,607844.0,590911.0423065403,16932.9576934597
3192,287659.0,262083.78205143864,25575.21794856136
383,294633.0,349008.7181324056,-54375.7181324056
696,147455.0,146368.60688178628,1086.3931182137167
1552,365707.0,400039.67357445834,-34332.67357445834
3301,155565.0,193156.97008867905,-37591.97008867905
2189,385454.0,385420.4541930255,33.54580697452184
3674,92307.0,100023.04306035953,-7716.0430603595305
3895,175215.0,155501.32132151254,19713.678678487457
5497,409516.0,322191.26070429164,87324.73929570836
5093,104945.0,154163.72318538712,-49218.72318538712
9104,617566.0,611233.7667197204,6332.233280279557
6633,526574.0,570080.5932863601,-43506.59328636015
8564,293019.0,335501.68067643937,-42482.68067643937
6775,628490.0,444900.5017839718,183589.4982160282
5051,450801.0,379237.72087186103,71563.27912813897
2713,288095.0,252917.18866618339,35177.811333816615
4367,526483.0,471282.908889316,55200.09111068398
4852,150609.0,177461.35783355616,-26852.35783355616
5653,209016.0,229743.33119672877,-20727.331196728774
4558,326331.0,371954.7227728366,-45623.72277283663
2354,718794.0,704250.7367429488,14543.263257051236
464,183660.0,243951.61960694706,-60291.61960694706
2660,457977.0,514539.7768565568,-56562.776856556826
8331,261685.0,302448.73670847784,-40763.73670847784
7097,165351.0,253157.3752074416,-87806.3752074416
9126,249524.0,236416.9828114873,13107.017188512691
8119,213760.0,237672.4061618808,-23912.40616188079
463,623503.0,590398.5203848031,33104.479615196935
7223,314596.0,363710.86388267716,-49114.863882677164
8541,198036.0,170718.4085625722,27317.591437427793
8080,132362.0,158157.55012474698,-25795.55012474698
1213,125257.0,152507.47230694696,-27250.472306946962
1328,145027.0,173607.05458798778,-28580.054587987775
7622,293971.0,294446.7716564025,-475.77165640250314
7487,196440.0,178414.28375574117,18025.71624425883
4530,188048.0,220176.43580635558,-32128.435806355585
738,213142.0,249296.59186608257,-36154.59186608257
2507,240943.0,189445.59807525977,51497.40192474023
316,279529.0,261117.28866636418,18411.711333635816
1066,152119.0,150226.4234336824,1892.5765663176135
6065,404531.0,441014.391808851,-36483.39180885098
2042,314563.0,345829.8209723228,-31266.820972322777
7785,364001.0,375814.1268904202,-11813.126890420215
2590,131195.0,154599.91876205415,-23404.91876205415
